# Values from mcmc DUSTY fits to precursor data 
# MJD : Modified Julian Date
# Tstar : Effective temperature of the star [K]
# Tstar_min : Lower limit of the effective temperature [K]
# Tstar_max : Upper limit of the effective temperature [K]
# L : Luminosity of the star [erg/s]
# L_min : Lower limit of the luminosity [erg/s]
# L_max : Upper limit of the luminosity [erg/s]
# tdust : Dust shell temperature at inner boundary [K]
# tdust_min : Lower limit of the dust shell temperature [K]
# tdust_max : Upper limit of the dust shell temperature [K]
# tau : Optical depth of the dust shell in the V band
# tau_min : Lower limit of the optical depth
# tau_max : Upper limit of the optical depth
# r1 : Inner radius of the dust shell [cm]
# r1_min : Lower limit of the inner radius [cm]
# r1_max : Upper limit of the inner radius [cm]
# rstar : Stellar photospheric radius [R_sun]
# rstar_min : Lower limit of the stellar photospheric radius [R_sun]
# rstar_max : Upper limit of the stellar photospheric radius [R_sun]
# 
MJD,Tstar,Tstar_min,Tstar_max,L,L_min,L_max,tdust,tdust_min,tdust_max,tau,tau_min,tau_max,r1,r1_min,r1_max
60886.571428571435,3555.616807755544,3442.005526929812,3654.010198715409,4.075859332631385e+38,3.534169754515737e+38,4.5311344510245534e+38,1026.4428839250427,703.0862122458323,1347.5691237337553,0.4327629802634893,0.25709466259166625,0.5495604108586979,14.89107366977412,14.641188362078404,15.272661932989084
60891.85714285714,3549.1991915488625,3419.545535260144,3658.5896264763087,4.058122836845966e+38,3.496206250998718e+38,4.501556850671832e+38,1056.0832478000325,723.844817735427,1362.2107259074114,0.425606033152493,0.22889226578727895,0.5505038109357664,14.862951713503188,14.630119265962955,15.246859823223712
60897.142857142855,3563.29626337156,3430.8066784751577,3677.331153507052,3.996291669568117e+38,3.4044465076618395e+38,4.4669298327651195e+38,1061.4531194586616,726.1882133628989,1358.338175998841,0.43941958713261786,0.25692052690795425,0.5515581136088411,14.861726187316432,14.638367457832992,15.24482420335672
60902.428571428565,3570.798122231311,3441.546668864217,3741.0213410711985,4.00003542492164e+38,3.374034071804531e+38,4.533969059375904e+38,1008.5907403942792,691.6289602299515,1332.3486337385307,0.46133167780467854,0.26618487994036344,0.5735707941828406,14.904651897016699,14.648329451810328,15.295434436665357
60907.71428571428,3566.443600949158,3433.225342229782,3669.306163996568,3.9442392398261834e+38,3.3887889463136978e+38,4.450372904329497e+38,1046.2931025340847,711.5636017840483,1358.744167891273,0.4443093618199473,0.2564836884494359,0.5574463464705322,14.867496042475764,14.630142951631347,15.258707686400836
60913.0,3564.685191644108,3422.0454517380035,3679.292823318968,3.9579488416058075e+38,3.394071777965367e+38,4.4647427669624405e+38,1033.2618965669155,708.2678530670935,1362.2665298982645,0.446851551505698,0.24430365933694273,0.5658585070073309,14.880550954324239,14.631756232109348,15.272838025843836
60918.28571428572,3561.401301787422,3440.8056455534984,3658.454687131224,3.944843751357187e+38,3.4263662607252245e+38,4.401805956903139e+38,1027.0921773676212,696.1595632234149,1347.0410731308348,0.440654583981666,0.2766694147359983,0.557694440462946,14.8874739007722,14.634447075299382,15.287147832493924
60923.571428571435,3564.016274332705,3435.995528562663,3706.727947819047,3.891006190420295e+38,3.287637077535594e+38,4.407200223426811e+38,1052.7167877103502,689.0777441176833,1349.7497572141674,0.457329445407246,0.2747871418359351,0.5697929487808352,14.864730204569312,14.63208330141389,15.290672555571337
60928.85714285714,3569.6051487764753,3443.691663173865,3702.484225483936,3.815408385599132e+38,3.3028875542831448e+38,4.3023499776843886e+38,1025.572163296892,703.8431058072488,1344.989259573467,0.4616664100305124,0.29408927404074725,0.5675027824557559,14.88364418523326,14.637695660576476,15.266227899818343
60934.142857142855,3563.8240953333825,3433.5071716339344,3683.8961964193704,3.862313094246329e+38,3.3199279052549e+38,4.337439302695247e+38,1010.8056736912426,686.3885740812497,1321.4410604524646,0.4494275682174037,0.27427929197984663,0.5680884182961905,14.899829313796,14.647617668249914,15.289776949048932
