Wav(Angstrom) "Flux density (a.d.u.)"
10196.42 1.8979e-16
10197.604 1.76944e-16
10198.788 1.71725e-16
10199.972 1.69094e-16
10201.156 1.69811e-16
10202.34 1.72558e-16
10203.524 1.78244e-16
10204.708 1.64176e-16
10205.891 1.66893e-16
10207.075 1.76399e-16
10208.259 1.89084e-16
10209.443 1.6664e-16
10210.627 1.70746e-16
10211.811 1.5911e-16
10212.994 1.68228e-16
10214.178 1.66603e-16
10215.362 1.8059e-16
10216.545 1.88589e-16
10217.729 1.85265e-16
10218.913 1.78748e-16
10220.096 1.91278e-16
10221.28 1.82844e-16
10222.463 1.7626e-16
10223.647 1.98201e-16
10224.831 1.73149e-16
10226.014 1.87315e-16
10227.198 1.90123e-16
10228.381 1.78612e-16
10229.564 1.84225e-16
10230.748 1.78629e-16
10231.931 1.936e-16
10233.115 1.89115e-16
10234.298 1.8391e-16
10235.481 1.93973e-16
10236.665 1.85939e-16
10237.848 2.00455e-16
10239.031 2.02828e-16
10240.214 1.97409e-16
10241.397 1.93567e-16
10242.581 1.88303e-16
10243.764 1.8857e-16
10244.947 1.92181e-16
10246.13 1.9127e-16
10247.313 1.9033e-16
10248.496 1.91907e-16
10249.679 1.82737e-16
10250.862 1.87211e-16
10252.045 1.74557e-16
10253.228 1.82065e-16
10254.411 1.81932e-16
10255.594 1.87112e-16
10256.777 1.78464e-16
10257.96 1.80996e-16
10259.143 1.76044e-16
10260.325 1.78032e-16
10261.508 1.72514e-16
10262.691 1.71351e-16
10263.874 1.75357e-16
10265.057 1.75729e-16
10266.239 1.75055e-16
10267.422 1.72998e-16
10268.605 1.74225e-16
10269.787 1.66295e-16
10270.97 1.64335e-16
10272.152 1.7156e-16
10273.335 1.61726e-16
10274.517 1.72894e-16
10275.7 1.57946e-16
10276.883 1.62214e-16
10278.065 1.52448e-16
10279.247 1.608e-16
10280.43 1.58609e-16
10281.612 1.49249e-16
10282.795 1.65516e-16
10283.977 1.71313e-16
10285.159 1.81943e-16
10286.342 1.61457e-16
10287.524 1.71603e-16
10288.706 1.58842e-16
10289.888 1.65389e-16
10291.071 1.53538e-16
10292.253 1.73517e-16
10293.435 1.62829e-16
10294.617 1.48098e-16
10295.799 1.65266e-16
10296.981 1.67367e-16
10298.163 1.70388e-16
10299.345 1.84529e-16
10300.527 1.74167e-16
